epoch,app_jif,app_rss_kb,pg_jif,pg_rss_kb,vk_jif,vk_rss_kb,run_jif,run_rss_kb
1789812094,702220,169928,1167426,7410568,272823,2327596,36151,590856
1789812096,703715,212196,1168576,6690204,272902,2328472,36583,590024
1789812099,705207,212164,1170357,7290828,272977,2329336,37036,563132
1789812101,706699,212168,1172015,7274104,273053,2330204,37453,563236
1789812103,708214,212132,1173831,7351720,273136,2331164,37924,590732
1789812106,709740,193388,1175420,7247900,273214,2332132,38390,589336
1789812108,711319,212144,1177190,7307176,273300,2332928,38862,589868
1789812111,712896,146752,1178659,6900652,273375,2333940,39309,563104
1789812113,714369,146716,1180034,6911996,273450,2334828,39731,563212
1789812116,715819,194220,1181505,6919312,273526,2335664,40188,589440
1789812118,717302,212144,1182592,7026036,273599,2336500,40590,589580
1789812120,718784,146724,1184053,7039616,273675,2337400,41056,588980
1789812123,720243,212180,1185432,7045784,273752,2338376,41474,563208
1789812125,721695,212228,1186514,6692620,273824,2339208,41917,563092
1789812127,723175,146680,1187852,6453072,273899,2340032,42348,629100
1789812130,724633,212188,1189210,6439368,273974,2340992,42794,617840
1789812132,726065,212232,1190532,6442340,274047,2341752,43212,614692
1789812135,727538,162512,1192196,6442612,274122,2342768,43646,592400
1789812137,729223,212188,1193910,6477156,274216,2343972,44174,592420
1789812139,730758,146668,1195007,6604684,274301,2356292,44655,617920
1789812142,732301,212176,1196960,6770172,274383,2345772,45110,619284
1789812144,733881,212180,1199044,7793828,274463,2346712,45587,619440
1789812147,735408,212188,1200644,7157944,274547,2347820,46078,671100
1789812149,736883,212144,1202515,7652480,274623,2348792,46512,673388
1789812152,738363,146704,1204534,7840652,274694,2349488,46943,701960
1789812154,739931,213624,1206782,7981148,274782,2350720,47487,839952
1789812157,741426,148240,1208392,7353292,274856,2351516,47979,870672
1789812159,743004,148732,1210573,6698620,274935,2352412,48411,877536
1789812162,744605,214468,1212451,7428764,275019,2353352,48904,851432
1789812164,745912,214416,1214257,7727584,275086,2354148,49298,852244
1789812167,747224,149032,1216282,7762380,275155,2354976,49695,882672
1789812169,748856,149004,1217998,6715824,275238,2355780,50177,884320
1789812172,750327,214416,1220248,7492364,275316,2356880,50625,885412
1789812174,751881,214492,1222335,8010420,275398,2357656,51111,858596
1789812176,753442,214496,1224258,7105372,275475,2358488,51540,859000
1789812179,754837,149244,1226280,7808064,275549,2359548,51968,885952
1789812181,756419,199720,1228423,8083956,275630,2360344,52460,886884
