epoch,app_jif,app_rss_kb,pg_jif,pg_rss_kb,vk_jif,vk_rss_kb,run_jif,run_rss_kb
1789794158,590501,136080,453854,4589164,40926,430604,114592,1643172
1789794160,591840,194768,454823,4678792,40988,431184,115017,1642824
1789794162,593172,201544,455736,4702984,41052,431652,115472,1617372
1789794165,594525,201616,456647,4766536,41116,432184,115844,1645096
1789794167,595881,201588,457488,4589616,41188,432604,116287,1643784
1789794170,597267,157532,458399,4589700,41249,433164,116724,1644728
1789794172,598629,201532,459270,4589580,41313,433776,117150,1617372
1789794174,600019,137424,460215,4589988,41383,434364,117538,1644052
1789794177,601371,136120,461085,4590036,41446,434888,118002,1642936
1789794179,602718,201540,461954,4590000,41508,435300,118438,1623872
1789794181,604168,201572,462932,4590084,41581,435848,118826,1617676
1789794184,605551,180456,463883,4589944,41647,436452,119268,1645676
1789794186,606990,201544,464894,4589908,41725,436948,119769,1643924
1789794188,608418,201616,465790,4589944,41792,437700,120227,1618116
1789794191,609808,201588,466697,4589944,41861,438188,120612,1645004
1789794193,611164,201544,467589,4590004,41925,438732,121054,1644076
1789794196,612525,201572,468474,4590268,41988,439188,121496,1624676
1789794198,613921,201628,469402,4590268,42058,439744,121875,1618328
1789794200,615291,201632,470294,4590224,42123,440288,122322,1645676
1789794203,616681,201536,471221,4590280,42192,440856,122813,1645308
1789794205,618092,201624,472172,4590784,42257,441336,123182,1618356
1789794207,619450,201624,473051,4590764,42322,441880,123618,1645340
1789794210,620798,163024,473942,4590824,42389,442460,124062,1767704
1789794212,622156,201568,474828,4590800,42454,443000,124499,1764848
1789794214,623533,201576,475744,5066120,42521,443576,124888,1739692
1789794217,624892,201624,476635,4590984,42586,444084,125345,1767712
1789794219,626293,201588,477564,4591076,42658,444672,125816,1765020
1789794221,627789,136156,478725,4643252,42742,445432,126323,1740952
1789794224,629162,201572,479716,4713968,42808,445864,126704,1770320
1789794226,630524,136104,480575,4591732,42875,446476,127148,1768748
1789794228,631871,161420,481468,4591944,42940,446864,127618,1768836
1789794231,633268,151904,482378,4591888,43008,447528,127998,1741792
1789794233,634570,202072,483254,4591596,43073,448096,128468,1768848
1789794235,635962,202072,484171,4674100,43140,448544,128913,1767104
1789794238,637355,136632,485125,4591944,43209,449008,129298,1742692
1789794240,638727,183592,486026,4591884,43277,449448,129752,1781644
1789794242,640136,202120,486969,4591948,43346,450084,130236,1783936
1789794245,641582,202144,487926,4592052,43416,450548,130646,1783480
1789794247,642970,202100,488872,4591960,43483,451052,131111,1756492
1789794249,644339,202068,489750,4591836,43550,451636,131566,1783096
1789794252,645702,136680,490643,4591952,43615,452088,131942,1784616
1789794254,647030,147948,491509,4591976,43678,452560,132412,1782208
1789794257,648459,202036,492468,4828116,43747,453156,132806,1757096
1789794259,649844,202040,493374,4592380,43814,453676,133265,1784296
1789794261,651171,202116,494227,4592232,43877,454204,133701,1784312
1789794264,652495,202156,495059,4592208,43938,454712,134065,1757056
1789794266,653812,202072,495899,4592188,44000,455220,134508,1782200
1789794268,655147,202160,496786,4592228,44064,455700,134934,1782884
1789794270,656457,202068,497626,4592128,44124,456164,135318,1784412
1789794273,657814,202072,498497,4592216,44189,456616,135779,1756972
1789794275,659158,136684,499370,4592192,44253,457208,136149,1783100
1789794277,660498,202160,500230,4592124,44314,457728,136581,1783344
1789794280,661619,136600,500927,4613572,44364,458068,137035,1757080
1789794283,663003,202896,501870,4616492,44429,458744,137536,1784004
1789794285,664422,137420,502912,4667980,44499,459092,137930,1813652
1789794287,665743,178096,503797,4701032,44562,459680,138384,2037792
1789794290,667119,137652,504725,4713024,44628,460148,138757,2010920
1789794292,668446,137660,505615,4713100,44693,460628,139221,2040956
1789794294,669790,203212,506521,4725572,44761,461268,139604,2042236
1789794297,671124,137704,507421,4737280,44825,461660,140106,2018684
1789794299,672491,203124,508384,5227404,44891,462276,140474,2018720
1789794301,673827,203168,509251,4741336,44956,462824,140947,2046316
1789794304,675170,203124,510018,4593128,45021,463356,141335,2048624
1789794306,676498,187364,510897,4593228,45087,463776,141818,2021124
1789794308,677858,162816,511797,4593180,45153,464348,142207,2047624
1789794311,679222,203384,512738,4593660,45217,464876,142704,2050128
1789794313,680564,203432,513620,4593780,45283,465416,143092,2051424
1789794315,681945,203628,514482,4593640,45350,465960,143576,2023880
1789794318,683325,203680,515403,4593900,45417,466496,144059,2049740
1789794320,684722,203688,516342,4969900,45482,466980,144435,2051356
1789794323,686072,203704,517198,4593872,45549,467416,144931,2023844
1789794325,687394,138228,518041,4593736,45611,468024,145301,2023864
1789794327,688756,203648,518923,4593684,45677,468540,145772,2067732
1789794330,690105,203732,519781,4593716,45739,468972,146128,2065828
1789794332,691432,203700,520665,4593888,45802,469472,146604,2039988
1789794334,692758,138184,521526,4593696,45865,470104,146980,2065772
