s,ts_utc,begins,completed,success,unexpected,drops,in_ckpt_local,bin_present
1790148102,2026-09-23T07:21:42+00:00,2000,2010,1949,0,0,False,True
1790148103,2026-09-23T07:21:43+00:00,1999,1997,1948,0,0,False,True
1790148104,2026-09-23T07:21:44+00:00,2001,2003,1945,0,0,False,True
1790148105,2026-09-23T07:21:45+00:00,2000,1997,1933,0,0,False,True
1790148106,2026-09-23T07:21:46+00:00,2000,2005,1945,0,0,False,True
1790148107,2026-09-23T07:21:47+00:00,2000,1992,1932,0,0,False,True
1790148108,2026-09-23T07:21:48+00:00,2000,2001,1924,0,0,False,True
1790148109,2026-09-23T07:21:49+00:00,2000,1999,1953,0,0,False,True
1790148110,2026-09-23T07:21:50+00:00,2000,2000,1954,0,0,False,True
1790148111,2026-09-23T07:21:51+00:00,1999,2003,1937,0,0,False,True
1790148112,2026-09-23T07:21:52+00:00,2001,2001,1931,0,0,False,True
1790148113,2026-09-23T07:21:53+00:00,2000,1990,1919,0,0,False,True
1790148114,2026-09-23T07:21:54+00:00,2000,1971,1946,0,0,False,True
1790148115,2026-09-23T07:21:55+00:00,2000,2038,2029,0,0,False,True
1790148116,2026-09-23T07:21:56+00:00,1999,2000,1988,0,0,False,True
1790148117,2026-09-23T07:21:57+00:00,2001,1999,1994,0,0,False,True
1790148118,2026-09-23T07:21:58+00:00,2000,2004,1993,0,0,False,True
1790148119,2026-09-23T07:21:59+00:00,2000,1954,1941,0,0,False,True
1790148120,2026-09-23T07:22:00+00:00,2000,2040,2033,0,0,False,True
1790148121,2026-09-23T07:22:01+00:00,2000,2000,1986,0,0,False,True
1790148122,2026-09-23T07:22:02+00:00,2000,2000,1992,0,0,False,True
1790148123,2026-09-23T07:22:03+00:00,2000,2005,1992,0,0,False,True
1790148124,2026-09-23T07:22:04+00:00,2000,1999,1986,0,0,False,True
1790148125,2026-09-23T07:22:05+00:00,2000,1996,1986,0,0,False,True
1790148126,2026-09-23T07:22:06+00:00,2000,1999,1981,0,0,False,True
1790148127,2026-09-23T07:22:07+00:00,2000,1997,1987,0,0,False,True
1790148128,2026-09-23T07:22:08+00:00,2000,2001,1987,0,0,False,True
1790148129,2026-09-23T07:22:09+00:00,2000,1987,1969,0,0,False,True
1790148130,2026-09-23T07:22:10+00:00,1999,2020,2007,0,0,False,True
1790148131,2026-09-23T07:22:11+00:00,2001,1997,1982,0,0,False,True
1790148132,2026-09-23T07:22:12+00:00,2000,1993,1980,0,0,False,True
1790148133,2026-09-23T07:22:13+00:00,2000,2012,1998,0,0,False,True
1790148134,2026-09-23T07:22:14+00:00,1999,1995,1983,0,0,False,True
1790148135,2026-09-23T07:22:15+00:00,2001,1987,1971,0,0,False,True
1790148136,2026-09-23T07:22:16+00:00,2000,2010,1992,0,0,False,True
1790148137,2026-09-23T07:22:17+00:00,2000,2001,1976,0,0,False,True
1790148138,2026-09-23T07:22:18+00:00,2000,1999,1980,0,0,False,True
1790148139,2026-09-23T07:22:19+00:00,2000,2003,1979,0,0,False,True
1790148140,2026-09-23T07:22:20+00:00,2000,1999,1976,0,0,False,True
1790148141,2026-09-23T07:22:21+00:00,2000,2004,1991,0,0,False,True
1790148142,2026-09-23T07:22:22+00:00,1999,2000,1985,0,0,False,True
1790148143,2026-09-23T07:22:23+00:00,2001,1998,1986,0,0,False,True
1790148144,2026-09-23T07:22:24+00:00,2000,1997,1972,0,0,False,True
1790148145,2026-09-23T07:22:25+00:00,2000,2005,1987,0,0,False,True
1790148146,2026-09-23T07:22:26+00:00,2000,1964,1940,0,0,False,True
1790148147,2026-09-23T07:22:27+00:00,1999,2036,2012,0,0,False,True
1790148148,2026-09-23T07:22:28+00:00,2000,1999,1977,0,0,False,True
1790148149,2026-09-23T07:22:29+00:00,2000,1999,1979,0,0,False,True
1790148150,2026-09-23T07:22:30+00:00,2000,2004,1981,0,0,False,True
1790148151,2026-09-23T07:22:31+00:00,2000,1892,1872,0,0,False,True
1790148152,2026-09-23T07:22:32+00:00,2001,2098,2076,0,0,False,True
1790148153,2026-09-23T07:22:33+00:00,2000,2006,1979,0,0,False,True
1790148154,2026-09-23T07:22:34+00:00,2000,1998,1972,0,0,False,True
1790148155,2026-09-23T07:22:35+00:00,1999,1996,1976,0,0,False,True
1790148156,2026-09-23T07:22:36+00:00,2000,2006,1981,0,0,False,True
1790148157,2026-09-23T07:22:37+00:00,2001,1994,1974,0,0,False,True
1790148158,2026-09-23T07:22:38+00:00,2000,2009,1982,0,0,False,True
1790148159,2026-09-23T07:22:39+00:00,2000,1992,1972,0,0,False,True
1790148160,2026-09-23T07:22:40+00:00,1999,2005,1983,0,0,False,True
1790148161,2026-09-23T07:22:41+00:00,2001,2004,1975,0,0,False,True
1790148162,2026-09-23T07:22:42+00:00,2000,1985,1962,0,0,False,True
1790148163,2026-09-23T07:22:43+00:00,2000,2007,1980,0,0,False,True
1790148164,2026-09-23T07:22:44+00:00,2000,2008,1987,0,0,False,True
1790148165,2026-09-23T07:22:45+00:00,2000,1998,1963,0,0,False,True
1790148166,2026-09-23T07:22:46+00:00,1999,1995,1965,0,0,False,True
1790148167,2026-09-23T07:22:47+00:00,2001,1998,1968,0,0,False,True
1790148168,2026-09-23T07:22:48+00:00,2000,2007,1989,0,0,False,True
1790148169,2026-09-23T07:22:49+00:00,2000,1980,1951,0,0,False,True
1790148170,2026-09-23T07:22:50+00:00,2000,2020,1998,0,0,False,True
1790148171,2026-09-23T07:22:51+00:00,2000,1991,1966,0,0,False,True
1790148172,2026-09-23T07:22:52+00:00,2000,2009,1989,0,0,False,True
1790148173,2026-09-23T07:22:53+00:00,2000,2000,1978,0,0,False,True
1790148174,2026-09-23T07:22:54+00:00,2000,1992,1967,0,0,False,True
1790148175,2026-09-23T07:22:55+00:00,2000,2004,1988,0,0,True,True
1790148176,2026-09-23T07:22:56+00:00,1999,1988,1972,0,0,True,True
1790148177,2026-09-23T07:22:57+00:00,2000,2009,1990,0,0,True,True
1790148178,2026-09-23T07:22:58+00:00,2001,2002,1982,0,0,True,True
1790148179,2026-09-23T07:22:59+00:00,2000,2003,1983,0,0,True,True
1790148180,2026-09-23T07:23:00+00:00,2000,1969,1941,0,0,True,True
1790148181,2026-09-23T07:23:01+00:00,2000,1985,1963,0,0,True,True
1790148182,2026-09-23T07:23:02+00:00,1999,2044,2019,0,0,True,True
1790148183,2026-09-23T07:23:03+00:00,2000,2001,1975,0,0,True,True
1790148184,2026-09-23T07:23:04+00:00,2001,1983,1952,0,0,True,True
1790148185,2026-09-23T07:23:05+00:00,2000,2022,1999,0,0,True,True
1790148186,2026-09-23T07:23:06+00:00,2000,1992,1960,0,0,True,True
1790148187,2026-09-23T07:23:07+00:00,2000,2005,1973,0,0,True,True
1790148188,2026-09-23T07:23:08+00:00,1999,2004,1981,0,0,True,True
1790148189,2026-09-23T07:23:09+00:00,2001,1991,1957,0,0,True,True
1790148190,2026-09-23T07:23:10+00:00,2000,2000,1972,0,0,True,True
1790148191,2026-09-23T07:23:11+00:00,2000,2004,1970,0,0,True,True
1790148192,2026-09-23T07:23:12+00:00,2000,2001,1972,0,0,True,True
1790148193,2026-09-23T07:23:13+00:00,1997,1996,1958,0,0,True,True
1790148194,2026-09-23T07:23:14+00:00,2003,2007,1982,0,0,True,True
1790148195,2026-09-23T07:23:15+00:00,2000,1998,1964,0,0,True,True
1790148196,2026-09-23T07:23:16+00:00,2000,1999,1966,0,0,True,True
1790148197,2026-09-23T07:23:17+00:00,2000,1993,1967,0,0,True,True
1790148198,2026-09-23T07:23:18+00:00,2000,2007,1969,0,0,True,True
1790148199,2026-09-23T07:23:19+00:00,1999,2001,1963,0,0,True,True
1790148200,2026-09-23T07:23:20+00:00,2000,1979,1946,0,0,True,True
1790148201,2026-09-23T07:23:21+00:00,1999,2019,1991,0,0,True,True
1790148202,2026-09-23T07:23:22+00:00,2002,1993,1956,0,0,True,True
1790148203,2026-09-23T07:23:23+00:00,2000,2009,1977,0,0,True,True
1790148204,2026-09-23T07:23:24+00:00,2000,1985,1953,0,0,True,True
1790148205,2026-09-23T07:23:25+00:00,2000,2015,1986,0,0,True,True
1790148206,2026-09-23T07:23:26+00:00,2000,1993,1960,0,0,True,True
1790148207,2026-09-23T07:23:27+00:00,2000,2004,1969,0,0,True,True
1790148208,2026-09-23T07:23:28+00:00,2000,1997,1961,0,0,True,True
1790148209,2026-09-23T07:23:29+00:00,1999,2002,1965,0,0,True,True
1790148210,2026-09-23T07:23:30+00:00,2001,2004,1969,0,0,True,True
1790148211,2026-09-23T07:23:31+00:00,2000,1994,1964,0,0,True,True
1790148212,2026-09-23T07:23:32+00:00,2000,2008,1962,0,0,True,True
1790148213,2026-09-23T07:23:33+00:00,2000,1986,1951,0,0,True,True
1790148214,2026-09-23T07:23:34+00:00,2000,2003,1977,0,0,True,True
1790148215,2026-09-23T07:23:35+00:00,1999,2008,1967,0,0,True,True
1790148216,2026-09-23T07:23:36+00:00,2001,2002,1956,0,0,True,True
1790148217,2026-09-23T07:23:37+00:00,1999,1991,1949,0,0,True,True
1790148218,2026-09-23T07:23:38+00:00,2001,2007,1962,0,0,True,True
1790148219,2026-09-23T07:23:39+00:00,2000,1994,1959,0,0,True,True
1790148220,2026-09-23T07:23:40+00:00,2000,2005,1967,0,0,True,True
1790148221,2026-09-23T07:23:41+00:00,2000,1993,1963,0,0,True,True
1790148222,2026-09-23T07:23:42+00:00,1999,2011,1969,0,0,True,True
1790148223,2026-09-23T07:23:43+00:00,2001,1985,1941,0,0,True,True
1790148224,2026-09-23T07:23:44+00:00,2000,2002,1967,0,0,True,True
1790148225,2026-09-23T07:23:45+00:00,2000,2007,1949,0,0,True,True
1790148226,2026-09-23T07:23:46+00:00,2000,2009,1960,0,0,True,True
1790148227,2026-09-23T07:23:47+00:00,2000,1989,1961,0,0,True,True
1790148228,2026-09-23T07:23:48+00:00,2000,2002,1962,0,0,True,True
1790148229,2026-09-23T07:23:49+00:00,2000,2001,1953,0,0,True,True
1790148230,2026-09-23T07:23:50+00:00,1999,1984,1939,0,0,True,True
1790148231,2026-09-23T07:23:51+00:00,2001,2018,1981,0,0,True,True
1790148232,2026-09-23T07:23:52+00:00,2000,1995,1952,0,0,True,True
1790148233,2026-09-23T07:23:53+00:00,2000,2001,1957,0,0,True,True
1790148234,2026-09-23T07:23:54+00:00,2000,2002,1965,0,0,True,True
1790148235,2026-09-23T07:23:55+00:00,2000,2000,1952,0,0,True,True
1790148236,2026-09-23T07:23:56+00:00,2000,1999,1959,0,0,True,True
1790148237,2026-09-23T07:23:57+00:00,1999,2008,1957,0,0,True,True
1790148238,2026-09-23T07:23:58+00:00,1992,1987,1946,0,0,True,True
1790148239,2026-09-23T07:23:59+00:00,2009,2001,1955,0,0,True,True
1790148240,2026-09-23T07:24:00+00:00,2000,2005,1958,0,0,True,True
1790148241,2026-09-23T07:24:01+00:00,2000,2001,1962,0,0,True,True
1790148242,2026-09-23T07:24:02+00:00,2000,2002,1968,0,0,True,True
1790148243,2026-09-23T07:24:03+00:00,2000,1999,1953,0,0,True,True
1790148244,2026-09-23T07:24:04+00:00,2000,1949,1908,0,0,True,True
1790148245,2026-09-23T07:24:05+00:00,1999,2054,2014,0,0,True,True
1790148246,2026-09-23T07:24:06+00:00,2000,1991,1939,0,0,True,True
1790148247,2026-09-23T07:24:07+00:00,2001,1982,1947,0,0,True,True
1790148248,2026-09-23T07:24:08+00:00,2000,2027,1986,0,0,True,True
1790148249,2026-09-23T07:24:09+00:00,1999,1931,1885,0,0,True,True
1790148250,2026-09-23T07:24:10+00:00,2001,2070,2012,0,0,True,True
1790148251,2026-09-23T07:24:11+00:00,2000,1995,1949,0,0,True,True
1790148252,2026-09-23T07:24:12+00:00,2000,2003,1958,0,0,True,True
1790148253,2026-09-23T07:24:13+00:00,1999,2000,1957,0,0,True,True
1790148254,2026-09-23T07:24:14+00:00,2001,1996,1945,0,0,True,True
1790148255,2026-09-23T07:24:15+00:00,2000,2002,1946,0,0,True,True
1790148256,2026-09-23T07:24:16+00:00,2000,2001,1954,0,0,True,True
1790148257,2026-09-23T07:24:17+00:00,1998,1997,1957,0,0,True,True
1790148258,2026-09-23T07:24:18+00:00,2002,1983,1935,0,0,True,True
1790148259,2026-09-23T07:24:19+00:00,2000,1815,1770,0,0,True,True
1790148260,2026-09-23T07:24:20+00:00,1998,2205,2152,0,0,True,True
1790148261,2026-09-23T07:24:21+00:00,2002,2002,1961,0,0,True,True
1790148262,2026-09-23T07:24:22+00:00,2000,1994,1957,0,0,True,True
1790148263,2026-09-23T07:24:23+00:00,2000,2000,1949,0,0,True,True
1790148264,2026-09-23T07:24:24+00:00,2000,2007,1966,0,0,True,True
1790148265,2026-09-23T07:24:25+00:00,2000,1997,1949,0,0,True,True
1790148266,2026-09-23T07:24:26+00:00,2000,2002,1949,0,0,True,True
1790148267,2026-09-23T07:24:27+00:00,2000,1994,1949,0,0,True,True
1790148268,2026-09-23T07:24:28+00:00,2000,2006,1947,0,0,True,True
1790148269,2026-09-23T07:24:29+00:00,2000,1998,1940,0,0,True,True
1790148270,2026-09-23T07:24:30+00:00,2000,1741,1674,0,0,True,True
1790148271,2026-09-23T07:24:31+00:00,2000,2259,2201,0,0,True,True
1790148272,2026-09-23T07:24:32+00:00,1999,2000,1949,0,0,True,True
1790148273,2026-09-23T07:24:33+00:00,2000,2001,1948,0,0,True,True
1790148274,2026-09-23T07:24:34+00:00,2001,1977,1915,0,0,True,True
1790148275,2026-09-23T07:24:35+00:00,2000,2022,1976,0,0,True,True
1790148276,2026-09-23T07:24:36+00:00,2000,2001,1946,0,0,True,True
1790148277,2026-09-23T07:24:37+00:00,2000,1997,1945,0,0,True,True
1790148278,2026-09-23T07:24:38+00:00,2000,1993,1953,0,0,True,True
1790148279,2026-09-23T07:24:39+00:00,2000,2008,1949,0,0,True,True
1790148280,2026-09-23T07:24:40+00:00,2000,2002,1954,0,0,True,True
1790148281,2026-09-23T07:24:41+00:00,2000,1995,1944,0,0,True,True
1790148282,2026-09-23T07:24:42+00:00,2000,2008,1953,0,0,True,True
1790148283,2026-09-23T07:24:43+00:00,1999,1994,1948,0,0,True,True
1790148284,2026-09-23T07:24:44+00:00,2001,1996,1945,0,0,True,True
1790148285,2026-09-23T07:24:45+00:00,2000,2002,1947,0,0,True,True
1790148286,2026-09-23T07:24:46+00:00,2000,2006,1955,0,0,True,True
1790148287,2026-09-23T07:24:47+00:00,2000,2002,1943,0,0,True,True
1790148288,2026-09-23T07:24:48+00:00,2000,1998,1944,0,0,True,True
1790148289,2026-09-23T07:24:49+00:00,2000,1995,1921,0,0,True,True
1790148290,2026-09-23T07:24:50+00:00,1999,2003,1956,0,0,True,True
1790148291,2026-09-23T07:24:51+00:00,2000,2003,1953,0,0,True,True
1790148292,2026-09-23T07:24:52+00:00,2000,1990,1934,0,0,True,True
1790148293,2026-09-23T07:24:53+00:00,2001,2012,1960,0,0,True,True
1790148294,2026-09-23T07:24:54+00:00,2000,1992,1940,0,0,True,True
1790148295,2026-09-23T07:24:55+00:00,2000,2003,1953,0,0,True,True
1790148296,2026-09-23T07:24:56+00:00,2000,1995,1944,0,0,True,True
1790148297,2026-09-23T07:24:57+00:00,2000,2000,1928,0,0,True,True
1790148298,2026-09-23T07:24:58+00:00,2000,1998,1931,0,0,True,True
1790148299,2026-09-23T07:24:59+00:00,2000,2007,1936,0,0,True,True
1790148300,2026-09-23T07:25:00+00:00,2000,2002,1948,0,0,True,True
1790148301,2026-09-23T07:25:01+00:00,2000,1995,1923,0,0,True,True
1790148302,2026-09-23T07:25:02+00:00,2000,2005,1932,0,0,True,True
1790148303,2026-09-23T07:25:03+00:00,1998,1996,1947,0,0,True,True
1790148304,2026-09-23T07:25:04+00:00,2002,2003,1944,0,0,True,True
1790148305,2026-09-23T07:25:05+00:00,2000,1998,1934,0,0,True,True
1790148306,2026-09-23T07:25:06+00:00,2000,2000,1945,0,0,True,True
1790148307,2026-09-23T07:25:07+00:00,1999,2003,1926,0,0,True,True
1790148308,2026-09-23T07:25:08+00:00,2001,1996,1951,0,0,True,True
1790148309,2026-09-23T07:25:09+00:00,2000,2003,1948,0,0,True,True
1790148310,2026-09-23T07:25:10+00:00,2000,1992,1931,0,0,True,True
1790148311,2026-09-23T07:25:11+00:00,1999,2003,1932,0,0,True,True
1790148312,2026-09-23T07:25:12+00:00,2001,2004,1919,0,0,True,True
1790148313,2026-09-23T07:25:13+00:00,2000,2000,1931,0,0,True,True
1790148314,2026-09-23T07:25:14+00:00,2000,2001,1926,0,0,True,True
1790148315,2026-09-23T07:25:15+00:00,1999,2003,1922,0,0,True,True
1790148316,2026-09-23T07:25:16+00:00,2001,1997,1923,0,0,True,True
1790148317,2026-09-23T07:25:17+00:00,1999,1997,1936,0,0,True,True
1790148318,2026-09-23T07:25:18+00:00,2001,2003,1952,0,0,True,True
1790148319,2026-09-23T07:25:19+00:00,2000,1994,1933,0,0,True,True
1790148320,2026-09-23T07:25:20+00:00,2000,2002,1938,0,0,True,True
1790148321,2026-09-23T07:25:21+00:00,2000,2001,1929,0,0,True,True
1790148322,2026-09-23T07:25:22+00:00,2000,2001,1928,0,0,True,True
1790148323,2026-09-23T07:25:23+00:00,2000,2002,1940,0,0,True,True
1790148324,2026-09-23T07:25:24+00:00,2000,1999,1932,0,0,False,True
1790148325,2026-09-23T07:25:25+00:00,1999,2000,1938,0,0,False,True
1790148326,2026-09-23T07:25:26+00:00,2001,1974,1914,0,0,False,True
1790148327,2026-09-23T07:25:27+00:00,2000,2026,1955,0,0,False,True
1790148328,2026-09-23T07:25:28+00:00,2000,1999,1929,0,0,False,True
1790148329,2026-09-23T07:25:29+00:00,1999,2005,1947,0,0,False,True
1790148330,2026-09-23T07:25:30+00:00,2001,2001,1942,0,0,False,True
1790148331,2026-09-23T07:25:31+00:00,1999,1991,1924,0,0,False,True
1790148332,2026-09-23T07:25:32+00:00,2001,1997,1923,0,0,False,True
1790148333,2026-09-23T07:25:33+00:00,2000,2006,1949,0,0,False,True
1790148334,2026-09-23T07:25:34+00:00,2000,1998,1928,0,0,False,True
1790148335,2026-09-23T07:25:35+00:00,1999,1992,1933,0,0,False,True
1790148336,2026-09-23T07:25:36+00:00,2001,2003,1932,0,0,False,True
1790148337,2026-09-23T07:25:37+00:00,2000,1994,1924,0,0,False,True
1790148338,2026-09-23T07:25:38+00:00,2000,2001,1937,0,0,False,True
1790148339,2026-09-23T07:25:39+00:00,2000,1938,1869,0,0,False,True
1790148340,2026-09-23T07:25:40+00:00,2000,2064,1999,0,0,False,True
1790148341,2026-09-23T07:25:41+00:00,2000,2008,1934,0,0,False,True
1790148342,2026-09-23T07:25:42+00:00,2000,1990,1919,0,0,False,True
1790148343,2026-09-23T07:25:43+00:00,2000,1972,1911,0,0,False,True
1790148344,2026-09-23T07:25:44+00:00,2000,2044,1966,0,0,False,True
1790148345,2026-09-23T07:25:45+00:00,2000,1989,1926,0,0,False,True
1790148346,2026-09-23T07:25:46+00:00,2000,1999,1936,0,0,False,True
1790148347,2026-09-23T07:25:47+00:00,2000,1998,1929,0,0,False,True
1790148348,2026-09-23T07:25:48+00:00,1999,2011,1952,0,0,False,True
1790148349,2026-09-23T07:25:49+00:00,2001,1989,1918,0,0,False,True
1790148350,2026-09-23T07:25:50+00:00,1999,1996,1920,0,0,False,True
1790148351,2026-09-23T07:25:51+00:00,2001,1991,1930,0,0,False,True
1790148352,2026-09-23T07:25:52+00:00,2000,2017,1944,0,0,False,True
1790148353,2026-09-23T07:25:53+00:00,2000,1997,1939,0,0,False,True
1790148354,2026-09-23T07:25:54+00:00,2000,1906,1867,0,0,False,True
1790148355,2026-09-23T07:25:55+00:00,1998,2097,2085,0,0,False,True
1790148356,2026-09-23T07:25:56+00:00,2002,2002,1991,0,0,False,True
1790148357,2026-09-23T07:25:57+00:00,2000,1999,1990,0,0,False,True
1790148358,2026-09-23T07:25:58+00:00,2000,2001,1990,0,0,False,True
1790148359,2026-09-23T07:25:59+00:00,2000,2001,1991,0,0,False,True
1790148360,2026-09-23T07:26:00+00:00,2000,1967,1957,0,0,False,True
1790148361,2026-09-23T07:26:01+00:00,2000,2028,2019,0,0,False,True
1790148362,2026-09-23T07:26:02+00:00,2000,1997,1987,0,0,False,True
1790148363,2026-09-23T07:26:03+00:00,2000,1996,1982,0,0,False,True
1790148364,2026-09-23T07:26:04+00:00,2000,2000,1986,0,0,False,True
1790148365,2026-09-23T07:26:05+00:00,2000,2020,2006,0,0,False,True
1790148366,2026-09-23T07:26:06+00:00,1999,1810,1801,0,0,False,True
1790148367,2026-09-23T07:26:07+00:00,2001,2180,2167,0,0,False,True
1790148368,2026-09-23T07:26:08+00:00,1999,1972,1961,0,0,False,True
1790148369,2026-09-23T07:26:09+00:00,2001,1962,1951,0,0,False,True
1790148370,2026-09-23T07:26:10+00:00,2000,2067,2059,0,0,False,True
1790148371,2026-09-23T07:26:11+00:00,2000,1967,1953,0,0,False,True
1790148372,2026-09-23T07:26:12+00:00,1999,2026,2010,0,0,False,True
1790148373,2026-09-23T07:26:13+00:00,2000,2000,1982,0,0,False,True
1790148374,2026-09-23T07:26:14+00:00,2001,1995,1984,0,0,False,True
1790148375,2026-09-23T07:26:15+00:00,2000,2011,1996,0,0,False,True
1790148376,2026-09-23T07:26:16+00:00,2000,2004,1985,0,0,False,True
1790148377,2026-09-23T07:26:17+00:00,1999,1992,1973,0,0,False,True
1790148378,2026-09-23T07:26:18+00:00,2001,2006,1995,0,0,False,True
1790148379,2026-09-23T07:26:19+00:00,2000,1998,1976,0,0,False,True
1790148380,2026-09-23T07:26:20+00:00,1999,1966,1950,0,0,False,True
1790148381,2026-09-23T07:26:21+00:00,2001,2033,2017,0,0,False,True
1790148382,2026-09-23T07:26:22+00:00,2000,1999,1976,0,0,False,True
1790148383,2026-09-23T07:26:23+00:00,1999,2003,1979,0,0,False,True
1790148384,2026-09-23T07:26:24+00:00,2000,1968,1952,0,0,False,True
1790148385,2026-09-23T07:26:25+00:00,2001,2032,2017,0,0,False,True
1790148386,2026-09-23T07:26:26+00:00,2000,1975,1953,0,0,False,True
1790148387,2026-09-23T07:26:27+00:00,2000,2016,1991,0,0,False,True
1790148388,2026-09-23T07:26:28+00:00,1999,1996,1976,0,0,False,True
1790148389,2026-09-23T07:26:29+00:00,2000,1994,1970,0,0,False,True
1790148390,2026-09-23T07:26:30+00:00,2001,2017,1995,0,0,False,True
1790148391,2026-09-23T07:26:31+00:00,1999,2003,1979,0,0,False,True
1790148392,2026-09-23T07:26:32+00:00,2001,1997,1971,0,0,False,True
1790148393,2026-09-23T07:26:33+00:00,2000,1985,1966,0,0,False,True
1790148394,2026-09-23T07:26:34+00:00,2000,2015,1998,0,0,False,True
1790148395,2026-09-23T07:26:35+00:00,2000,1999,1973,0,0,False,True
1790148396,2026-09-23T07:26:36+00:00,2000,1998,1977,0,0,False,True
1790148397,2026-09-23T07:26:37+00:00,2000,2006,1989,0,0,False,True
1790148398,2026-09-23T07:26:38+00:00,1999,1988,1966,0,0,False,True
1790148399,2026-09-23T07:26:39+00:00,2001,1997,1969,0,0,False,True
1790148400,2026-09-23T07:26:40+00:00,2000,2014,1993,0,0,False,True
1790148401,2026-09-23T07:26:41+00:00,2000,1962,1939,0,0,False,True
1790148402,2026-09-23T07:26:42+00:00,2000,1987,1960,0,0,False,True
1790148403,2026-09-23T07:26:43+00:00,2000,2042,2020,0,0,False,True
1790148404,2026-09-23T07:26:44+00:00,2000,2002,1973,0,0,False,True
1790148405,2026-09-23T07:26:45+00:00,1998,1980,1949,0,0,False,True
1790148406,2026-09-23T07:26:46+00:00,1997,2026,1992,0,0,False,True
1790148407,2026-09-23T07:26:47+00:00,2004,1955,1933,0,0,False,True
1790148408,2026-09-23T07:26:48+00:00,2000,2037,2010,0,0,False,True
1790148409,2026-09-23T07:26:49+00:00,2001,2013,1989,0,0,False,True
1790148410,2026-09-23T07:26:50+00:00,2000,1976,1940,0,0,False,True
1790148411,2026-09-23T07:26:51+00:00,1999,2018,1996,0,0,False,True
1790148412,2026-09-23T07:26:52+00:00,2001,1998,1975,0,0,False,True
1790148413,2026-09-23T07:26:53+00:00,2000,2003,1984,0,0,False,True
1790148414,2026-09-23T07:26:54+00:00,2000,2003,1982,0,0,False,True
1790148415,2026-09-23T07:26:55+00:00,2000,1992,1967,0,0,False,True
1790148416,2026-09-23T07:26:56+00:00,2000,2003,1973,0,0,False,True
1790148417,2026-09-23T07:26:57+00:00,2000,2001,1981,0,0,False,True
1790148418,2026-09-23T07:26:58+00:00,1999,2002,1973,0,0,False,True
1790148419,2026-09-23T07:26:59+00:00,2000,1985,1963,0,0,False,True
1790148420,2026-09-23T07:27:00+00:00,2001,2005,1971,0,0,False,True
1790148421,2026-09-23T07:27:01+00:00,2000,2005,1971,0,0,False,True
1790148422,2026-09-23T07:27:02+00:00,2000,1999,1973,0,0,False,True
1790148423,2026-09-23T07:27:03+00:00,2000,1968,1925,0,0,False,True
1790148424,2026-09-23T07:27:04+00:00,2000,2039,2018,0,0,False,True
1790148425,2026-09-23T07:27:05+00:00,1999,1992,1961,0,0,False,True
1790148426,2026-09-23T07:27:06+00:00,2001,2001,1973,0,0,False,True
1790148427,2026-09-23T07:27:07+00:00,2000,2001,1975,0,0,False,True
1790148428,2026-09-23T07:27:08+00:00,2000,1997,1975,0,0,False,True
1790148429,2026-09-23T07:27:09+00:00,2000,1994,1963,0,0,False,True
1790148430,2026-09-23T07:27:10+00:00,2000,2014,1990,0,0,False,True
1790148431,2026-09-23T07:27:11+00:00,2000,1995,1969,0,0,False,True
1790148432,2026-09-23T07:27:12+00:00,2000,1976,1945,0,0,False,True
1790148433,2026-09-23T07:27:13+00:00,2000,1991,1961,0,0,False,True
1790148434,2026-09-23T07:27:14+00:00,2000,2036,1998,0,0,False,True
1790148435,2026-09-23T07:27:15+00:00,2000,1998,1963,0,0,False,True
1790148436,2026-09-23T07:27:16+00:00,2000,2006,1980,0,0,False,True
1790148437,2026-09-23T07:27:17+00:00,2000,1960,1932,0,0,False,True
1790148438,2026-09-23T07:27:18+00:00,2000,2029,2000,0,0,False,True
1790148439,2026-09-23T07:27:19+00:00,1999,2011,1981,0,0,False,True
1790148440,2026-09-23T07:27:20+00:00,2001,1927,1889,0,0,False,True
1790148441,2026-09-23T07:27:21+00:00,1999,2057,2022,0,0,False,True
1790148442,2026-09-23T07:27:22+00:00,2001,2001,1975,0,0,False,True
1790148443,2026-09-23T07:27:23+00:00,2000,2019,1983,0,0,False,True
1790148444,2026-09-23T07:27:24+00:00,2000,1989,1955,0,0,False,True
1790148445,2026-09-23T07:27:25+00:00,2000,2001,1968,0,0,False,True
1790148446,2026-09-23T07:27:26+00:00,1999,1999,1969,0,0,False,True
1790148447,2026-09-23T07:27:27+00:00,2001,1995,1961,0,0,False,True
1790148448,2026-09-23T07:27:28+00:00,2000,2009,1981,0,0,False,True
1790148449,2026-09-23T07:27:29+00:00,2000,1974,1941,0,0,False,True
1790148450,2026-09-23T07:27:30+00:00,2000,2024,1988,0,0,False,True
1790148451,2026-09-23T07:27:31+00:00,2000,1994,1962,0,0,False,True
1790148452,2026-09-23T07:27:32+00:00,2000,2010,1979,0,0,False,True
1790148453,2026-09-23T07:27:33+00:00,2000,1993,1965,0,0,False,True
1790148454,2026-09-23T07:27:34+00:00,2000,1958,1934,0,0,False,True
1790148455,2026-09-23T07:27:35+00:00,2000,2048,2020,0,0,False,True
1790148456,2026-09-23T07:27:36+00:00,1999,2002,1973,0,0,False,True
1790148457,2026-09-23T07:27:37+00:00,2001,1992,1957,0,0,False,True
1790148458,2026-09-23T07:27:38+00:00,2000,2006,1972,0,0,False,True
1790148459,2026-09-23T07:27:39+00:00,2000,2006,1972,0,0,False,True
