s,ts_utc,begins,completed,success,unexpected,drops,in_ckpt_local,bin_present
1790147744,2026-09-23T07:15:44+00:00,2001,2003,1950,0,0,False,True
1790147745,2026-09-23T07:15:45+00:00,2000,1957,1916,0,0,False,True
1790147746,2026-09-23T07:15:46+00:00,2000,2043,2007,0,0,False,True
1790147747,2026-09-23T07:15:47+00:00,2000,1996,1955,0,0,False,True
1790147748,2026-09-23T07:15:48+00:00,2000,1987,1943,0,0,False,True
1790147749,2026-09-23T07:15:49+00:00,1999,2015,1970,0,0,False,True
1790147750,2026-09-23T07:15:50+00:00,2001,2002,1960,0,0,False,True
1790147751,2026-09-23T07:15:51+00:00,2000,1993,1946,0,0,False,True
1790147752,2026-09-23T07:15:52+00:00,2000,2000,1963,0,0,False,True
1790147753,2026-09-23T07:15:53+00:00,2000,2007,1964,0,0,False,True
1790147754,2026-09-23T07:15:54+00:00,2000,2001,1949,0,0,False,True
1790147755,2026-09-23T07:15:55+00:00,2000,1992,1939,0,0,False,True
1790147756,2026-09-23T07:15:56+00:00,2000,1999,1960,0,0,False,True
1790147757,2026-09-23T07:15:57+00:00,2000,2002,1956,0,0,False,True
1790147758,2026-09-23T07:15:58+00:00,2000,2007,1973,0,0,False,True
1790147759,2026-09-23T07:15:59+00:00,1998,1998,1948,0,0,False,True
1790147760,2026-09-23T07:16:00+00:00,2002,2001,1959,0,0,False,True
1790147761,2026-09-23T07:16:01+00:00,2000,1999,1954,0,0,False,True
1790147762,2026-09-23T07:16:02+00:00,1999,1995,1954,0,0,False,True
1790147763,2026-09-23T07:16:03+00:00,2000,1995,1960,0,0,False,True
1790147764,2026-09-23T07:16:04+00:00,2000,2009,1976,0,0,False,True
1790147765,2026-09-23T07:16:05+00:00,2001,2004,1965,0,0,False,True
1790147766,2026-09-23T07:16:06+00:00,2000,1984,1943,0,0,False,True
1790147767,2026-09-23T07:16:07+00:00,1999,1982,1939,0,0,False,True
1790147768,2026-09-23T07:16:08+00:00,2001,2029,1993,0,0,False,True
1790147769,2026-09-23T07:16:09+00:00,2000,2005,1965,0,0,False,True
1790147770,2026-09-23T07:16:10+00:00,2000,2000,1961,0,0,False,True
1790147771,2026-09-23T07:16:11+00:00,2000,1995,1957,0,0,False,True
1790147772,2026-09-23T07:16:12+00:00,2000,1998,1956,0,0,False,True
1790147773,2026-09-23T07:16:13+00:00,2000,1997,1950,0,0,False,True
1790147774,2026-09-23T07:16:14+00:00,2000,2004,1966,0,0,False,True
1790147775,2026-09-23T07:16:15+00:00,2000,1997,1952,0,0,False,True
1790147776,2026-09-23T07:16:16+00:00,2000,2009,1970,0,0,False,True
1790147777,2026-09-23T07:16:17+00:00,2000,1999,1949,0,0,False,True
1790147778,2026-09-23T07:16:18+00:00,2000,1996,1955,0,0,False,True
1790147779,2026-09-23T07:16:19+00:00,2000,2005,1960,0,0,False,True
1790147780,2026-09-23T07:16:20+00:00,2000,1994,1958,0,0,False,True
1790147781,2026-09-23T07:16:21+00:00,2000,2000,1959,0,0,False,True
1790147782,2026-09-23T07:16:22+00:00,1999,2005,1957,0,0,False,True
1790147783,2026-09-23T07:16:23+00:00,2001,1932,1904,0,0,False,True
1790147784,2026-09-23T07:16:24+00:00,1999,2046,2003,0,0,False,True
1790147785,2026-09-23T07:16:25+00:00,2001,2019,1973,0,0,False,True
1790147786,2026-09-23T07:16:26+00:00,2000,1997,1949,0,0,False,True
1790147787,2026-09-23T07:16:27+00:00,2000,2003,1971,0,0,False,True
1790147788,2026-09-23T07:16:28+00:00,2000,1996,1956,0,0,False,True
1790147789,2026-09-23T07:16:29+00:00,2000,1985,1928,0,0,False,True
1790147790,2026-09-23T07:16:30+00:00,2000,2019,1970,0,0,False,True
1790147791,2026-09-23T07:16:31+00:00,2000,2003,1945,0,0,False,True
1790147792,2026-09-23T07:16:32+00:00,1999,1956,1920,0,0,False,True
1790147793,2026-09-23T07:16:33+00:00,2001,2040,1997,0,0,False,True
1790147794,2026-09-23T07:16:34+00:00,2000,2002,1965,0,0,False,True
1790147795,2026-09-23T07:16:35+00:00,2000,1997,1964,0,0,False,True
1790147796,2026-09-23T07:16:36+00:00,2000,2001,1955,0,0,False,True
1790147797,2026-09-23T07:16:37+00:00,1999,2004,1965,0,0,False,True
1790147798,2026-09-23T07:16:38+00:00,2001,1990,1951,0,0,False,True
1790147799,2026-09-23T07:16:39+00:00,2000,2000,1960,0,0,False,True
1790147800,2026-09-23T07:16:40+00:00,2000,2007,1966,0,0,False,True
1790147801,2026-09-23T07:16:41+00:00,2000,1914,1866,0,0,False,True
1790147802,2026-09-23T07:16:42+00:00,2000,2078,2034,0,0,False,True
1790147803,2026-09-23T07:16:43+00:00,2000,2003,1953,0,0,False,True
1790147804,2026-09-23T07:16:44+00:00,2000,2010,1970,0,0,False,True
1790147805,2026-09-23T07:16:45+00:00,2000,1998,1953,0,0,False,True
1790147806,2026-09-23T07:16:46+00:00,2000,1991,1943,0,0,False,True
1790147807,2026-09-23T07:16:47+00:00,1999,2008,1970,0,0,False,True
1790147808,2026-09-23T07:16:48+00:00,2001,1996,1948,0,0,False,True
1790147809,2026-09-23T07:16:49+00:00,2000,1975,1931,0,0,False,True
1790147810,2026-09-23T07:16:50+00:00,2000,1972,1934,0,0,False,True
1790147811,2026-09-23T07:16:51+00:00,2000,2052,1996,0,0,False,True
1790147812,2026-09-23T07:16:52+00:00,2000,2007,1963,0,0,False,True
1790147813,2026-09-23T07:16:53+00:00,1999,1996,1965,0,0,False,True
1790147814,2026-09-23T07:16:54+00:00,2001,1992,1964,0,0,False,True
1790147815,2026-09-23T07:16:55+00:00,1998,2009,1952,0,0,False,True
1790147816,2026-09-23T07:16:56+00:00,2002,1995,1946,0,0,False,True
1790147817,2026-09-23T07:16:57+00:00,1999,1975,1927,0,0,False,True
1790147818,2026-09-23T07:16:58+00:00,2001,2029,1987,0,0,False,True
1790147819,2026-09-23T07:16:59+00:00,2000,2002,1947,0,0,False,True
1790147820,2026-09-23T07:17:00+00:00,1999,1998,1948,0,0,False,True
1790147821,2026-09-23T07:17:01+00:00,2001,2006,1956,0,0,False,True
1790147822,2026-09-23T07:17:02+00:00,1998,1989,1942,0,0,False,True
1790147823,2026-09-23T07:17:03+00:00,2001,2006,1950,0,0,False,True
1790147824,2026-09-23T07:17:04+00:00,2001,1996,1948,0,0,False,True
1790147825,2026-09-23T07:17:05+00:00,2000,1966,1925,0,0,False,True
1790147826,2026-09-23T07:17:06+00:00,2000,2033,1983,0,0,False,True
1790147827,2026-09-23T07:17:07+00:00,2000,1998,1937,0,0,False,True
1790147828,2026-09-23T07:17:08+00:00,2000,2008,1955,0,0,False,True
1790147829,2026-09-23T07:17:09+00:00,2000,1998,1936,0,0,False,True
1790147830,2026-09-23T07:17:10+00:00,2000,1993,1950,0,0,False,True
1790147831,2026-09-23T07:17:11+00:00,2000,2010,1952,0,0,False,True
1790147832,2026-09-23T07:17:12+00:00,2000,2000,1944,0,0,False,True
1790147833,2026-09-23T07:17:13+00:00,1999,1999,1948,0,0,False,True
1790147834,2026-09-23T07:17:14+00:00,2001,1995,1941,0,0,False,True
1790147835,2026-09-23T07:17:15+00:00,1999,1998,1948,0,0,False,True
1790147836,2026-09-23T07:17:16+00:00,2000,1998,1939,0,0,False,True
1790147837,2026-09-23T07:17:17+00:00,2001,2011,1963,0,0,False,True
1790147838,2026-09-23T07:17:18+00:00,2000,1996,1955,0,0,False,True
1790147839,2026-09-23T07:17:19+00:00,2000,2006,1949,0,0,False,True
1790147840,2026-09-23T07:17:20+00:00,2000,1992,1941,0,0,False,True
1790147841,2026-09-23T07:17:21+00:00,2000,1998,1951,0,0,False,True
1790147842,2026-09-23T07:17:22+00:00,1999,2001,1943,0,0,False,True
1790147843,2026-09-23T07:17:23+00:00,2000,1939,1872,0,0,False,True
1790147844,2026-09-23T07:17:24+00:00,2001,2057,2001,0,0,False,True
1790147845,2026-09-23T07:17:25+00:00,2000,2009,1959,0,0,False,True
1790147846,2026-09-23T07:17:26+00:00,2000,2000,1942,0,0,False,True
1790147847,2026-09-23T07:17:27+00:00,2000,2000,1946,0,0,False,True
1790147848,2026-09-23T07:17:28+00:00,2000,1996,1948,0,0,False,True
1790147849,2026-09-23T07:17:29+00:00,2000,2004,1946,0,0,False,True
1790147850,2026-09-23T07:17:30+00:00,1999,1999,1950,0,0,False,True
1790147851,2026-09-23T07:17:31+00:00,2000,1997,1955,0,0,False,True
1790147852,2026-09-23T07:17:32+00:00,2000,2000,1948,0,0,False,True
1790147853,2026-09-23T07:17:33+00:00,2001,1999,1937,0,0,False,True
1790147854,2026-09-23T07:17:34+00:00,1999,2005,1947,0,0,False,True
1790147855,2026-09-23T07:17:35+00:00,2001,1997,1939,0,0,False,True
1790147856,2026-09-23T07:17:36+00:00,1999,2003,1938,0,0,False,True
1790147857,2026-09-23T07:17:37+00:00,2001,1998,1944,0,0,False,True
1790147858,2026-09-23T07:17:38+00:00,2000,1999,1941,0,0,False,True
1790147859,2026-09-23T07:17:39+00:00,2000,2003,1945,0,0,False,True
1790147860,2026-09-23T07:17:40+00:00,2000,2000,1941,0,0,False,True
1790147861,2026-09-23T07:17:41+00:00,2000,1999,1937,0,0,False,True
1790147862,2026-09-23T07:17:42+00:00,2000,2000,1933,0,0,False,True
1790147863,2026-09-23T07:17:43+00:00,2000,1999,1930,0,0,False,True
1790147864,2026-09-23T07:17:44+00:00,2000,1966,1904,0,0,False,True
1790147865,2026-09-23T07:17:45+00:00,2000,2031,1966,0,0,False,True
1790147866,2026-09-23T07:17:46+00:00,2000,2004,1939,0,0,False,True
1790147867,2026-09-23T07:17:47+00:00,2000,1996,1938,0,0,False,True
1790147868,2026-09-23T07:17:48+00:00,2000,2005,1949,0,0,False,True
1790147869,2026-09-23T07:17:49+00:00,2000,1997,1940,0,0,False,True
1790147870,2026-09-23T07:17:50+00:00,2000,1999,1934,0,0,False,True
1790147871,2026-09-23T07:17:51+00:00,2000,2005,1951,0,0,False,True
1790147872,2026-09-23T07:17:52+00:00,2000,1991,1922,0,0,False,True
1790147873,2026-09-23T07:17:53+00:00,2000,2003,1944,0,0,False,True
1790147874,2026-09-23T07:17:54+00:00,2000,2004,1993,0,0,False,True
1790147875,2026-09-23T07:17:55+00:00,2000,1996,1989,0,0,True,True
1790147876,2026-09-23T07:17:56+00:00,2000,2000,1993,0,0,True,True
1790147877,2026-09-23T07:17:57+00:00,1999,2003,1995,0,0,True,True
1790147878,2026-09-23T07:17:58+00:00,2001,2000,1996,0,0,True,True
1790147879,2026-09-23T07:17:59+00:00,2000,1995,1990,0,0,True,True
1790147880,2026-09-23T07:18:00+00:00,2000,2004,2002,0,0,True,True
1790147881,2026-09-23T07:18:01+00:00,2000,1999,1993,0,0,True,True
1790147882,2026-09-23T07:18:02+00:00,1999,2000,1993,0,0,True,True
1790147883,2026-09-23T07:18:03+00:00,2001,2004,2001,0,0,True,True
1790147884,2026-09-23T07:18:04+00:00,2000,1965,1959,0,0,True,True
1790147885,2026-09-23T07:18:05+00:00,2000,2041,2034,0,0,True,True
1790147886,2026-09-23T07:18:06+00:00,2000,1993,1985,0,0,True,True
1790147887,2026-09-23T07:18:07+00:00,2000,1996,1985,0,0,True,True
1790147888,2026-09-23T07:18:08+00:00,2000,1987,1985,0,0,True,True
1790147889,2026-09-23T07:18:09+00:00,1999,2019,2014,0,0,True,True
1790147890,2026-09-23T07:18:10+00:00,2001,1992,1986,0,0,True,True
1790147891,2026-09-23T07:18:11+00:00,2000,2007,1997,0,0,True,True
1790147892,2026-09-23T07:18:12+00:00,2000,1986,1977,0,0,True,True
1790147893,2026-09-23T07:18:13+00:00,2000,2014,2002,0,0,True,True
1790147894,2026-09-23T07:18:14+00:00,2000,2001,1989,0,0,True,True
1790147895,2026-09-23T07:18:15+00:00,1998,1999,1985,0,0,True,True
1790147896,2026-09-23T07:18:16+00:00,2002,1999,1988,0,0,True,True
1790147897,2026-09-23T07:18:17+00:00,2000,1998,1988,0,0,True,True
1790147898,2026-09-23T07:18:18+00:00,1999,2002,1989,0,0,True,True
1790147899,2026-09-23T07:18:19+00:00,2001,1997,1985,0,0,True,True
1790147900,2026-09-23T07:18:20+00:00,2000,1994,1988,0,0,True,True
1790147901,2026-09-23T07:18:21+00:00,2000,1986,1974,0,0,True,True
1790147902,2026-09-23T07:18:22+00:00,2000,2021,2009,0,0,True,True
1790147903,2026-09-23T07:18:23+00:00,2000,2001,1981,0,0,True,True
1790147904,2026-09-23T07:18:24+00:00,2000,1995,1979,0,0,True,True
1790147905,2026-09-23T07:18:25+00:00,2000,2004,1995,0,0,True,True
1790147906,2026-09-23T07:18:26+00:00,1999,1999,1990,0,0,True,True
1790147907,2026-09-23T07:18:27+00:00,2001,2007,1993,0,0,True,True
1790147908,2026-09-23T07:18:28+00:00,1998,1978,1961,0,0,True,True
1790147909,2026-09-23T07:18:29+00:00,2002,2016,2001,0,0,True,True
1790147910,2026-09-23T07:18:30+00:00,2000,2002,1988,0,0,True,True
1790147911,2026-09-23T07:18:31+00:00,1999,1997,1982,0,0,True,True
1790147912,2026-09-23T07:18:32+00:00,2000,2002,1990,0,0,True,True
1790147913,2026-09-23T07:18:33+00:00,2001,1995,1977,0,0,True,True
1790147914,2026-09-23T07:18:34+00:00,2000,1992,1977,0,0,True,True
1790147915,2026-09-23T07:18:35+00:00,2000,2013,2002,0,0,True,True
1790147916,2026-09-23T07:18:36+00:00,1998,2003,1985,0,0,True,True
1790147917,2026-09-23T07:18:37+00:00,2002,1997,1970,0,0,True,True
1790147918,2026-09-23T07:18:38+00:00,2000,1995,1977,0,0,True,True
1790147919,2026-09-23T07:18:39+00:00,1999,2004,1989,0,0,True,True
1790147920,2026-09-23T07:18:40+00:00,2001,2003,1988,0,0,True,True
1790147921,2026-09-23T07:18:41+00:00,2000,1992,1973,0,0,True,True
1790147922,2026-09-23T07:18:42+00:00,2000,2004,1988,0,0,True,True
1790147923,2026-09-23T07:18:43+00:00,2000,2008,1991,0,0,True,True
1790147924,2026-09-23T07:18:44+00:00,2000,1987,1970,0,0,True,True
1790147925,2026-09-23T07:18:45+00:00,2000,2008,1989,0,0,True,True
1790147926,2026-09-23T07:18:46+00:00,2000,2002,1980,0,0,True,True
1790147927,2026-09-23T07:18:47+00:00,2000,1994,1972,0,0,True,True
1790147928,2026-09-23T07:18:48+00:00,1999,2001,1979,0,0,True,True
1790147929,2026-09-23T07:18:49+00:00,2001,2004,1981,0,0,True,True
1790147930,2026-09-23T07:18:50+00:00,2000,1998,1980,0,0,True,True
1790147931,2026-09-23T07:18:51+00:00,2000,1998,1980,0,0,True,True
1790147932,2026-09-23T07:18:52+00:00,2000,2000,1972,0,0,True,True
1790147933,2026-09-23T07:18:53+00:00,2000,1994,1974,0,0,True,True
1790147934,2026-09-23T07:18:54+00:00,2000,2003,1989,0,0,True,True
1790147935,2026-09-23T07:18:55+00:00,1999,2001,1981,0,0,True,True
1790147936,2026-09-23T07:18:56+00:00,2001,2000,1987,0,0,True,True
1790147937,2026-09-23T07:18:57+00:00,2000,2003,1990,0,0,True,True
1790147938,2026-09-23T07:18:58+00:00,1999,2005,1981,0,0,True,True
1790147939,2026-09-23T07:18:59+00:00,2000,2000,1986,0,0,True,True
1790147940,2026-09-23T07:19:00+00:00,2000,1978,1958,0,0,True,True
1790147941,2026-09-23T07:19:01+00:00,2001,2022,2001,0,0,True,True
1790147942,2026-09-23T07:19:02+00:00,2000,1999,1980,0,0,True,True
1790147943,2026-09-23T07:19:03+00:00,1999,1998,1984,0,0,True,True
1790147944,2026-09-23T07:19:04+00:00,2001,1999,1981,0,0,True,True
1790147945,2026-09-23T07:19:05+00:00,2000,2000,1981,0,0,True,True
1790147946,2026-09-23T07:19:06+00:00,2000,2005,1984,0,0,True,True
1790147947,2026-09-23T07:19:07+00:00,2000,1993,1970,0,0,True,True
1790147948,2026-09-23T07:19:08+00:00,2000,2000,1980,0,0,True,True
1790147949,2026-09-23T07:19:09+00:00,2000,2002,1977,0,0,True,True
1790147950,2026-09-23T07:19:10+00:00,1999,1993,1970,0,0,True,True
1790147951,2026-09-23T07:19:11+00:00,2001,2008,1986,0,0,True,True
1790147952,2026-09-23T07:19:12+00:00,2000,1984,1954,0,0,True,True
1790147953,2026-09-23T07:19:13+00:00,2000,2016,1994,0,0,True,True
1790147954,2026-09-23T07:19:14+00:00,2000,1981,1961,0,0,True,True
1790147955,2026-09-23T07:19:15+00:00,2000,2021,1996,0,0,True,True
1790147956,2026-09-23T07:19:16+00:00,2000,1990,1963,0,0,True,True
1790147957,2026-09-23T07:19:17+00:00,1999,2007,1983,0,0,True,True
1790147958,2026-09-23T07:19:18+00:00,2001,2001,1981,0,0,True,True
1790147959,2026-09-23T07:19:19+00:00,2000,1996,1960,0,0,True,True
1790147960,2026-09-23T07:19:20+00:00,2000,2005,1981,0,0,True,True
1790147961,2026-09-23T07:19:21+00:00,2000,1979,1954,0,0,True,True
1790147962,2026-09-23T07:19:22+00:00,1999,2015,1984,0,0,True,True
1790147963,2026-09-23T07:19:23+00:00,2001,2002,1978,0,0,True,True
1790147964,2026-09-23T07:19:24+00:00,2000,1963,1933,0,0,True,True
1790147965,2026-09-23T07:19:25+00:00,2000,2045,2015,0,0,True,True
1790147966,2026-09-23T07:19:26+00:00,2000,1987,1950,0,0,True,True
1790147967,2026-09-23T07:19:27+00:00,2000,1995,1963,0,0,True,True
1790147968,2026-09-23T07:19:28+00:00,2000,2012,1977,0,0,True,True
1790147969,2026-09-23T07:19:29+00:00,2000,1998,1962,0,0,True,True
1790147970,2026-09-23T07:19:30+00:00,2000,2001,1972,0,0,True,True
1790147971,2026-09-23T07:19:31+00:00,2000,2001,1975,0,0,True,True
1790147972,2026-09-23T07:19:32+00:00,2000,2003,1962,0,0,True,True
1790147973,2026-09-23T07:19:33+00:00,2000,2001,1962,0,0,True,True
1790147974,2026-09-23T07:19:34+00:00,2000,1990,1951,0,0,True,True
1790147975,2026-09-23T07:19:35+00:00,2000,2000,1968,0,0,True,True
1790147976,2026-09-23T07:19:36+00:00,1999,2005,1973,0,0,True,True
1790147977,2026-09-23T07:19:37+00:00,2001,2000,1958,0,0,True,True
1790147978,2026-09-23T07:19:38+00:00,2000,1999,1969,0,0,True,True
1790147979,2026-09-23T07:19:39+00:00,2000,1996,1967,0,0,True,True
1790147980,2026-09-23T07:19:40+00:00,2000,2006,1976,0,0,True,True
1790147981,2026-09-23T07:19:41+00:00,1999,2001,1967,0,0,True,True
1790147982,2026-09-23T07:19:42+00:00,2000,1995,1965,0,0,True,True
1790147983,2026-09-23T07:19:43+00:00,2001,2004,1965,0,0,True,True
1790147984,2026-09-23T07:19:44+00:00,2000,2001,1972,0,0,True,True
1790147985,2026-09-23T07:19:45+00:00,2000,1998,1962,0,0,True,True
1790147986,2026-09-23T07:19:46+00:00,2000,2001,1958,0,0,True,True
1790147987,2026-09-23T07:19:47+00:00,2000,2001,1965,0,0,True,True
1790147988,2026-09-23T07:19:48+00:00,2000,1976,1944,0,0,True,True
1790147989,2026-09-23T07:19:49+00:00,2000,2021,1992,0,0,True,True
1790147990,2026-09-23T07:19:50+00:00,1999,1998,1967,0,0,True,True
1790147991,2026-09-23T07:19:51+00:00,2001,2005,1969,0,0,True,True
1790147992,2026-09-23T07:19:52+00:00,2000,2005,1981,0,0,True,True
1790147993,2026-09-23T07:19:53+00:00,2000,1990,1964,0,0,True,True
1790147994,2026-09-23T07:19:54+00:00,1999,2005,1965,0,0,True,True
1790147995,2026-09-23T07:19:55+00:00,2001,1994,1958,0,0,True,True
1790147996,2026-09-23T07:19:56+00:00,2000,1998,1964,0,0,True,True
1790147997,2026-09-23T07:19:57+00:00,2000,2009,1977,0,0,True,True
1790147998,2026-09-23T07:19:58+00:00,2000,1993,1956,0,0,True,True
1790147999,2026-09-23T07:19:59+00:00,2000,1975,1934,0,0,True,True
1790148000,2026-09-23T07:20:00+00:00,1998,2022,1973,0,0,True,True
1790148001,2026-09-23T07:20:01+00:00,2002,2004,1971,0,0,True,True
1790148002,2026-09-23T07:20:02+00:00,2000,2002,1972,0,0,True,True
1790148003,2026-09-23T07:20:03+00:00,2000,1999,1959,0,0,True,True
1790148004,2026-09-23T07:20:04+00:00,2000,2003,1963,0,0,True,True
1790148005,2026-09-23T07:20:05+00:00,2000,2002,1966,0,0,True,True
1790148006,2026-09-23T07:20:06+00:00,2000,1994,1961,0,0,True,True
1790148007,2026-09-23T07:20:07+00:00,1999,2003,1968,0,0,True,True
1790148008,2026-09-23T07:20:08+00:00,2001,1998,1966,0,0,True,True
1790148009,2026-09-23T07:20:09+00:00,2000,2006,1966,0,0,True,True
1790148010,2026-09-23T07:20:10+00:00,2000,1991,1954,0,0,True,True
1790148011,2026-09-23T07:20:11+00:00,2000,2008,1956,0,0,True,True
1790148012,2026-09-23T07:20:12+00:00,1999,1989,1946,0,0,True,True
1790148013,2026-09-23T07:20:13+00:00,2001,2004,1964,0,0,True,True
1790148014,2026-09-23T07:20:14+00:00,2000,1991,1952,0,0,True,True
1790148015,2026-09-23T07:20:15+00:00,2000,2012,1984,0,0,True,True
1790148016,2026-09-23T07:20:16+00:00,1999,2001,1961,0,0,True,True
1790148017,2026-09-23T07:20:17+00:00,2000,1978,1938,0,0,True,True
1790148018,2026-09-23T07:20:18+00:00,2001,2018,1973,0,0,True,True
1790148019,2026-09-23T07:20:19+00:00,2000,1999,1961,0,0,True,True
1790148020,2026-09-23T07:20:20+00:00,1999,2006,1971,0,0,True,True
1790148021,2026-09-23T07:20:21+00:00,2001,1996,1958,0,0,True,True
1790148022,2026-09-23T07:20:22+00:00,1999,2003,1965,0,0,True,True
1790148023,2026-09-23T07:20:23+00:00,2001,1997,1959,0,0,True,True
1790148024,2026-09-23T07:20:24+00:00,2000,1994,1955,0,0,False,True
1790148025,2026-09-23T07:20:25+00:00,2000,1980,1938,0,0,False,True
1790148026,2026-09-23T07:20:26+00:00,2000,2034,1995,0,0,False,True
1790148027,2026-09-23T07:20:27+00:00,2000,1990,1949,0,0,False,True
1790148028,2026-09-23T07:20:28+00:00,2000,2006,1973,0,0,False,True
1790148029,2026-09-23T07:20:29+00:00,1999,1992,1951,0,0,False,True
1790148030,2026-09-23T07:20:30+00:00,2001,2004,1973,0,0,False,True
1790148031,2026-09-23T07:20:31+00:00,1999,2002,1958,0,0,False,True
1790148032,2026-09-23T07:20:32+00:00,2001,2004,1972,0,0,False,True
1790148033,2026-09-23T07:20:33+00:00,2000,1999,1956,0,0,False,True
1790148034,2026-09-23T07:20:34+00:00,2000,2002,1957,0,0,False,True
1790148035,2026-09-23T07:20:35+00:00,1998,2000,1959,0,0,False,True
1790148036,2026-09-23T07:20:36+00:00,2002,1997,1965,0,0,False,True
1790148037,2026-09-23T07:20:37+00:00,2000,2003,1962,0,0,False,True
1790148038,2026-09-23T07:20:38+00:00,2000,2000,1944,0,0,False,True
1790148039,2026-09-23T07:20:39+00:00,2000,2000,1957,0,0,False,True
1790148040,2026-09-23T07:20:40+00:00,2000,1994,1955,0,0,False,True
1790148041,2026-09-23T07:20:41+00:00,2000,2000,1956,0,0,False,True
1790148042,2026-09-23T07:20:42+00:00,2000,2005,1952,0,0,False,True
1790148043,2026-09-23T07:20:43+00:00,2000,1997,1959,0,0,False,True
1790148044,2026-09-23T07:20:44+00:00,2000,1999,1953,0,0,False,True
1790148045,2026-09-23T07:20:45+00:00,1999,2006,1951,0,0,False,True
1790148046,2026-09-23T07:20:46+00:00,2000,1991,1948,0,0,False,True
1790148047,2026-09-23T07:20:47+00:00,2001,2003,1955,0,0,False,True
1790148048,2026-09-23T07:20:48+00:00,2000,1992,1954,0,0,False,True
1790148049,2026-09-23T07:20:49+00:00,2000,2011,1979,0,0,False,True
1790148050,2026-09-23T07:20:50+00:00,2000,2001,1966,0,0,False,True
1790148051,2026-09-23T07:20:51+00:00,2000,1999,1948,0,0,False,True
1790148052,2026-09-23T07:20:52+00:00,2000,1941,1896,0,0,False,True
1790148053,2026-09-23T07:20:53+00:00,2000,2058,2007,0,0,False,True
1790148054,2026-09-23T07:20:54+00:00,2000,2003,1964,0,0,False,True
1790148055,2026-09-23T07:20:55+00:00,2000,1997,1952,0,0,False,True
1790148056,2026-09-23T07:20:56+00:00,2000,2003,1959,0,0,False,True
1790148057,2026-09-23T07:20:57+00:00,2000,2002,1952,0,0,False,True
1790148058,2026-09-23T07:20:58+00:00,1999,1998,1945,0,0,False,True
1790148059,2026-09-23T07:20:59+00:00,2000,1997,1951,0,0,False,True
1790148060,2026-09-23T07:21:00+00:00,2001,1998,1962,0,0,False,True
1790148061,2026-09-23T07:21:01+00:00,2000,2000,1957,0,0,False,True
1790148062,2026-09-23T07:21:02+00:00,2000,2001,1950,0,0,False,True
1790148063,2026-09-23T07:21:03+00:00,2000,2000,1959,0,0,False,True
1790148064,2026-09-23T07:21:04+00:00,2000,1996,1948,0,0,False,True
1790148065,2026-09-23T07:21:05+00:00,2000,2004,1959,0,0,False,True
1790148066,2026-09-23T07:21:06+00:00,2000,2004,1965,0,0,False,True
1790148067,2026-09-23T07:21:07+00:00,2000,1986,1934,0,0,False,True
1790148068,2026-09-23T07:21:08+00:00,2000,2013,1965,0,0,False,True
1790148069,2026-09-23T07:21:09+00:00,2000,1982,1930,0,0,False,True
1790148070,2026-09-23T07:21:10+00:00,2000,2016,1971,0,0,False,True
1790148071,2026-09-23T07:21:11+00:00,2000,2000,1944,0,0,False,True
1790148072,2026-09-23T07:21:12+00:00,2000,2005,1953,0,0,False,True
1790148073,2026-09-23T07:21:13+00:00,1999,1991,1935,0,0,False,True
1790148074,2026-09-23T07:21:14+00:00,2000,2000,1936,0,0,False,True
1790148075,2026-09-23T07:21:15+00:00,2001,2001,1958,0,0,False,True
1790148076,2026-09-23T07:21:16+00:00,2000,1998,1958,0,0,False,True
1790148077,2026-09-23T07:21:17+00:00,2000,2005,1966,0,0,False,True
1790148078,2026-09-23T07:21:18+00:00,2000,1999,1949,0,0,False,True
1790148079,2026-09-23T07:21:19+00:00,2000,1993,1938,0,0,False,True
1790148080,2026-09-23T07:21:20+00:00,2000,2005,1941,0,0,False,True
1790148081,2026-09-23T07:21:21+00:00,2000,1981,1914,0,0,False,True
1790148082,2026-09-23T07:21:22+00:00,2000,2023,1967,0,0,False,True
1790148083,2026-09-23T07:21:23+00:00,2000,1951,1898,0,0,False,True
1790148084,2026-09-23T07:21:24+00:00,2000,2045,2003,0,0,False,True
1790148085,2026-09-23T07:21:25+00:00,2000,1966,1918,0,0,False,True
1790148086,2026-09-23T07:21:26+00:00,2000,2039,1988,0,0,False,True
1790148087,2026-09-23T07:21:27+00:00,1999,2000,1950,0,0,False,True
1790148088,2026-09-23T07:21:28+00:00,2000,1712,1656,0,0,False,True
1790148089,2026-09-23T07:21:29+00:00,2001,2289,2243,0,0,False,True
1790148090,2026-09-23T07:21:30+00:00,2000,1990,1928,0,0,False,True
1790148091,2026-09-23T07:21:31+00:00,2000,2008,1957,0,0,False,True
1790148092,2026-09-23T07:21:32+00:00,1999,1995,1935,0,0,False,True
1790148093,2026-09-23T07:21:33+00:00,2001,1998,1943,0,0,False,True
1790148094,2026-09-23T07:21:34+00:00,2000,2012,1963,0,0,False,True
1790148095,2026-09-23T07:21:35+00:00,2000,1995,1937,0,0,False,True
1790148096,2026-09-23T07:21:36+00:00,2000,1998,1947,0,0,False,True
1790148097,2026-09-23T07:21:37+00:00,2000,1997,1943,0,0,False,True
1790148098,2026-09-23T07:21:38+00:00,2000,2001,1945,0,0,False,True
1790148099,2026-09-23T07:21:39+00:00,2000,1991,1951,0,0,False,True
1790148100,2026-09-23T07:21:40+00:00,1999,2015,1970,0,0,False,True
1790148101,2026-09-23T07:21:41+00:00,2001,1990,1947,0,0,False,True
